rho,rep,seed,miae,rmise,beta_mae,beta_rmse,se_beta_nonzero,ppv_beta_nonzero,spe_beta_nonzero,npv_beta_nonzero,se_const_zero,ppv_const_zero,spe_const_zero,npv_const_zero,se_const_nonzero,ppv_const_nonzero,spe_const_nonzero,npv_const_nonzero,se_vary,ppv_vary,spe_vary,npv_vary
0.1,14,137,0.01235275645742896,0.025128315486792945,0.006330808833563005,0.008198459618031066,1.0,1.0,1.0,1.0,1.0,0.9606986899563319,0.91,1.0,0.9454545454545454,1.0,1.0,0.9888059701492538,0.8666666666666667,1.0,1.0,0.9786476868327402
0.1,15,138,0.013759596007119308,0.028349725529864773,0.008806843718536819,0.015996136500947715,1.0,1.0,1.0,1.0,1.0,0.9482758620689655,0.88,1.0,0.9636363636363636,1.0,1.0,0.9925093632958801,0.7777777777777778,1.0,1.0,0.9649122807017544
0.1,16,139,0.013653796994342502,0.027604702601455085,0.0016817615752943633,0.0032995633129899557,1.0,1.0,1.0,1.0,1.0,0.944206008583691,0.87,1.0,0.9272727272727272,1.0,1.0,0.9851301115241635,0.8,1.0,1.0,0.9683098591549296
0.1,17,140,0.013418809496859828,0.02719844272036349,0.005402952707285745,0.009148269853932474,1.0,1.0,1.0,1.0,1.0,0.944206008583691,0.87,1.0,0.9272727272727272,1.0,1.0,0.9851301115241635,0.8,1.0,1.0,0.9683098591549296
0.1,18,141,0.010310623533754528,0.021300074792553726,0.009682314099028923,0.016703837844916927,1.0,1.0,1.0,1.0,1.0,0.9649122807017544,0.92,1.0,0.9636363636363636,1.0,1.0,0.9925093632958801,0.8666666666666667,1.0,1.0,0.9786476868327402
0.1,19,142,0.013762249217555181,0.02735424323940617,0.007981299561440194,0.011243204772854778,1.0,1.0,1.0,1.0,1.0,0.9523809523809523,0.89,1.0,0.9272727272727272,1.0,1.0,0.9851301115241635,0.8444444444444444,1.0,1.0,0.975177304964539
0.1,20,143,0.014627598626269923,0.029332472665563613,0.014438637446831163,0.02529405868899605,1.0,1.0,1.0,1.0,1.0,0.9401709401709402,0.86,1.0,0.9454545454545454,1.0,1.0,0.9888059701492538,0.7555555555555555,1.0,1.0,0.9615384615384616
0.1,21,144,0.01438162499555582,0.029553166790406857,0.002621264700518873,0.005134547275810919,1.0,1.0,1.0,1.0,1.0,0.9361702127659575,0.85,1.0,0.9454545454545454,1.0,1.0,0.9888059701492538,0.7333333333333333,1.0,1.0,0.9581881533101045
0.1,22,145,0.012081432158526409,0.023589427730409184,0.002704679936767346,0.004924711084292584,1.0,1.0,1.0,1.0,1.0,0.9691629955947136,0.93,1.0,0.9636363636363636,1.0,1.0,0.9925093632958801,0.8888888888888888,1.0,1.0,0.9821428571428571
0.1,23,146,0.012890164333912416,0.02734065656587653,0.004124413931298429,0.006544887190173082,1.0,1.0,1.0,1.0,1.0,0.9401709401709402,0.86,1.0,0.9454545454545454,1.0,1.0,0.9888059701492538,0.7555555555555555,1.0,1.0,0.9615384615384616
